Article_ID;Sentence;Compound;Date
46940;added 700.000 tonnes to its estimate for wheat exports in 2011.12. with prospects boosted by a harvest upgraded by 1.23m tonnes to 29.5m tonnes.;0.5719;2012-02-14 00:00:00
46940;which the USDA sees shipping 20.5m tonnes of wheat this season.;0.0;2012-02-14 00:00:00
46940;Besides the upgrade to wheat.;0.0;2012-02-14 00:00:00
46940;analysts warned of the impact of the higher wheat supplies in depressing prices.;-0.5719;2012-02-14 00:00:00
46940;"Australia's upgrade ""will weigh even more on the wheat market already characterised by record ending stocks"".";0.0;2012-02-14 00:00:00
46940;RELATED ARTICLES Ukraine puts 'unofficial lid' on wheat exports Record wheat stocks to undermine premium .;-0.296;2012-02-14 00:00:00
46940;Goldman WA boosts Australia's chances of record wheat crop Australian wheat exports keep record high in sight Australia wheat upgrade opens door to huge exports  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.7184;2012-02-14 00:00:00
46941;14  Feb 2012. by Agrimoney.com Ukraine puts 'unofficial lid' on wheat exports Curbs in wheat exports have returned to the former Soviet Union after all in the form of unofficial curbs on Ukraine shipments.;0.0;2012-02-14 00:00:00
46941;"high winds and ice in the portshave been identified as the main obstacles to exporting wheat.""";-0.3818;2012-02-14 00:00:00
46941;With Ukraine's wheat stocks seen ending 2011.12 at twice average levels.;0.0;2012-02-14 00:00:00
46941;"""An unofficial lid has likely been applied to wheat exports.""";0.0;2012-02-14 00:00:00
46941;such an agreement would boost the chances of Ukraine avoiding a wheat shortfall in 2012.13 even if autumn sowings.;0.6486;2012-02-14 00:00:00
46941;"But it also shows again the difficulties you are dealing with if you try to rely on Black Sea wheat for supplies.""";-0.296;2012-02-14 00:00:00
46941;RELATED ARTICLES Australia lifts wheat export hopes to fresh record Russia not done in wheat exports.;0.6249;2012-02-14 00:00:00
46941;despite key loss World wheat stocks upgraded to record high Freeze cuts Ukraine wheat.;-0.0098;2012-02-14 00:00:00
46942;Dutch purchases buoy UK wheat exports The UK.;0.0;2012-02-14 00:00:00
46942;maintained a rapid pace of wheat exports in December.;0.0;2012-02-14 00:00:00
46942;The European Union's third.ranked wheat producer exported 328.852 tonnes of the grain in December.;0.0;2012-02-14 00:00:00
46942;While US wheat has this year regained price leadership.;0.0;2012-02-14 00:00:00
46942;Price impact London wheat for May.;0.0;2012-02-14 00:00:00
46942;RELATED ARTICLES Ukraine puts 'unofficial lid' on wheat exports Australia lifts wheat export hopes to fresh record US order and empty Rhine lift UK wheat exports US buys UK wheat.;0.5106;2012-02-14 00:00:00
46961;"after US officials stoked concerns by warning of an "" unofficial lid "" on wheat shipments.";-0.34;2012-02-15 00:00:00
46961;which has prompted forecasts of a sharply.reduced wheat harvest this year.;0.0;2012-02-15 00:00:00
46961;Ukraine wheat stocks.;0.0;2012-02-15 00:00:00
46961;withdrawn from corn and wheat in October and barley at the end of December.;0.0;2012-02-15 00:00:00
46961;'Unofficial lid' Many observersbelieve Ukraine's increasing slowdown in wheat exports .;0.0;2012-02-15 00:00:00
46961;Ukrainian wheat has been noticeably absent from tenders for which public details are available.;0.1531;2012-02-15 00:00:00
46961;"US Department of Agriculture officials said that an ""unofficial lid has likely been applied to wheat exports"" through an agreement between the government and state grain traders.";0.4939;2012-02-15 00:00:00
46961;RELATED ARTICLES Ukraine puts 'unofficial lid' on wheat exports Australia lifts wheat export hopes to fresh record Russia not done in wheat exports.;0.6249;2012-02-15 00:00:00
46961;despite key loss Freeze cuts Ukraine wheat.;-0.0992;2012-02-15 00:00:00
46962;soybeans and wheat  will rise 500.000 acres to 236.5m acres this year.;0.0;2012-02-15 00:00:00
46980;"""We're also looking carefully at opportunities that might emerge out of Canada's deregulation of its wheat and barley markets.""";0.4767;2012-02-16 00:00:00
46980;'Important international presence' Canada is following Australia in opening up wheat exports.;0.2023;2012-02-16 00:00:00
46981;a crop which requires more fertilizer applications to reach potential than soybeans or wheat.;0.0258;2012-02-16 00:00:00
46983;16  Feb 2012. by Agrimoney.com Cold snap caused minimal damage to EU wheat This month's cold snap.;-0.4939;2012-02-16 00:00:00
46983;has spared Europe's wheat crops serious harm.;-0.5859;2012-02-16 00:00:00
46983;Agritel proposed durum crops in northern areas.;0.0;2012-02-16 00:00:00
46983;"adding that soft wheat ""might have been less impacted"".";0.0;2012-02-16 00:00:00
46983;Strategie Grains opened efforts to put a figure on the damage to soft wheat by downgrading its forecast for the European Union soft wheat harvest by just 600.000 tonnes.;-0.4939;2012-02-16 00:00:00
46983;Reseeding potential And what wheat fields were damaged would likely be reseeded with spring crops.;-0.4404;2012-02-16 00:00:00
46983;With an allowance of about 100.000 tonnes made for damage to durum.;-0.4939;2012-02-16 00:00:00
46984;coffee and feed wheat.;0.0;2012-02-16 00:00:00
46984;and 2.000 contracts in wheat.;0.0;2012-02-16 00:00:00
46984;and fall within the ceiling earlier in the process for coffee and wheat.;0.0;2012-02-16 00:00:00
46984;if more generous for sugar (250.000 tonnes) and wheat (200.000 tonnes) which have different contract specifications.;0.5563;2012-02-16 00:00:00
46986;16  Feb 2012. by Agrimoney.com US wins second Egypt wheat order in five days US wheat has.;0.5719;2012-02-16 00:00:00
46986;had purchased 180.000 tonnes of US soft red winter wheat at $259 a tonne.;0.0;2012-02-16 00:00:00
46986;The order followed a purchase by Gasc on Saturday of 55.000 tonnes of US wheat.;0.0;2012-02-16 00:00:00
46986;And Thursday's purchase was the largest of US wheat since at least 2010.;0.0;2012-02-16 00:00:00
46986;US supplies have lost out in 2011.12 first to Russian wheat.;-0.3182;2012-02-16 00:00:00
46986;GASC wheat orders.;0.0;2012-02-16 00:00:00
46986;February 16 60.000 tonnes of US soft red winter wheat from Venus.;0.0;2012-02-16 00:00:00
46986;plus $26.99 a tonne freight 120.000 tonnes of US soft red winter wheat from Bunge.;0.0;2012-02-16 00:00:00
46986;And while French wheat made up some ground on US supplies.;0.0;2012-02-16 00:00:00
46986;Iran bought 500.000 tonnes of soft wheat.;0.0;2012-02-16 00:00:00
46986;Taiwanese millers purchases 85.000 tonnes of US wheat.;0.0;2012-02-16 00:00:00
46986;Dutch purchases buoy UK wheat exports Russia not done in wheat exports.;0.0;2012-02-16 00:00:00
46986;despite key loss Egyptian order puts spark into Paris wheat France regains grip on wheat trade with top buyer  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.6442;2012-02-16 00:00:00
47016;17  Feb 2012. by Agrimoney.com Aussie farm profit squeezed despite record harvest Australian grain farmers are missing out on some of the prosperity enjoyed by foreign peers despite a record wheat harvest.;0.6124;2012-02-17 00:00:00
47016;on Tuesday  lifted to 29.5m tonnes  its forecast for Australia's wheat harvest.;0.0;2012-02-17 00:00:00
47016;"GrainCorp chairman Don Taylor also flagged ""ordinary"" wheat values.";0.4019;2012-02-17 00:00:00
47016;Australian vs US wheat And Australian wheat prices look set to remain.;0.0;2012-02-17 00:00:00
47016;Australian premium white wheat (APW) will trade at parity with Chicago's soft red winter wheat despite a higher specification.;0.0;2012-02-17 00:00:00
47016;"""The number Australian wheat harvests of 2011.11 and 2011.12 have resulted in the 2012 year beginning with a large carryover stock position.";0.0772;2012-02-17 00:00:00
47016;given that it is white milling wheat.;0.0;2012-02-17 00:00:00
47016;"which has better flour extraction rates than soft red winter wheat.""";0.4404;2012-02-17 00:00:00
47016;RELATED ARTICLES Thriving GrainCorp flags global grain ambitions Australia lifts wheat export hopes to fresh record WA boosts Australia's chances of record wheat crop Australian wheat exports keep record high in sight  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.8316;2012-02-17 00:00:00
47018;17  Feb 2012. by Agrimoney.com Evening markets: 'deal to curb' Ukraine exports lifts wheat  Just how bad a state are Ukraine's winter grains crops in?;-0.5423;2012-02-17 00:00:00
47018;Despite farm ministry assurances earlier in the week that the government  had no plans to impose curbs  wheat  exports.;-0.25;2012-02-17 00:00:00
47018;agreed to limit wheat shipments in the February.to.July period to 1.7m tonnes.;0.2732;2012-02-17 00:00:00
47018;Lowball exports That will cap at 4.8m tonnes Ukraine's total wheat exports.;-0.2023;2012-02-17 00:00:00
47018;"""It would reduce exports from what was expected and that was supportive to  corn  and wheat prices.""";0.296;2012-02-17 00:00:00
47018;pointed to estimates that Ukraine has larger wheat stocks than the government believes.;0.0;2012-02-17 00:00:00
47018;'Decent buying interest' But wheat investors were not to be deterred.;0.4588;2012-02-17 00:00:00
47018;"""The wheat market has seen decent buying interest over the past week.";0.4588;2012-02-17 00:00:00
47018;The USDA on Friday announced a 120.000.tonne sale of soft red winter wheat.;0.0;2012-02-17 00:00:00
47018;Chicago wheat for March ended up 2.4% at $6.44 a bushel.;0.0;2012-02-17 00:00:00
47018;this time outperforming Kansas wheat.;0.0;2012-02-17 00:00:00
47018;Paris wheat for March kept up with the pace.;0.0;2012-02-17 00:00:00
47018;in corn markets as well as wheat.;0.2732;2012-02-17 00:00:00
47018;'Part of the game' With a bit of help from wheat.;0.4019;2012-02-17 00:00:00
47036;(+18.186) Kansas wheat: 14.775 lots.;0.0;2012-02-20 00:00:00
47036;(+956) Chicago wheat: .44.441 lots.;0.0;2012-02-20 00:00:00
47037;and in wheat is seeing its lead in shipments eroded by Australia and Russia.;0.0;2012-02-20 00:00:00
47037;soybeans and wheat and.;0.0;2012-02-20 00:00:00
47038;Selected2012.13 crop forecasts US wheat sowings: 57m acres Includes spring sowingsL 15.1m acres EU wheat harvest: 133.6m tonnes US corn sowings: 93.5m acres Ukraine corn sowings: 3.6m hectares US soybean sowings: 74.0m acres US year.end stocks: 159m bushels However.;0.0;2012-02-20 00:00:00
47038;investors were $1 a bushel too optimistic on December wheat.;0.3182;2012-02-20 00:00:00
47038;Rabobank forecast US wheat sowings for the 2012 harvest at 57m acres.;0.0;2012-02-20 00:00:00
47050;by the fact its main export crop is wheat.;0.0;2012-02-20 00:00:00
47050;Europe's maize output is about half of its wheat production.;0.0;2012-02-20 00:00:00
47065;mainly of wheat.;0.0;2012-02-21 00:00:00
47065;in values of fourth.grade milling wheat.;0.4019;2012-02-21 00:00:00
47065;if a report on Friday proves true that the country has limited to 1.7m tonnes wheat exports until July.;0.2263;2012-02-21 00:00:00
47065;bar coffee Ukraine denies plans to restrict grain exports  Russia not done in wheat exports.;-0.6597;2012-02-21 00:00:00
47065;despite key loss EU wheat pricing transformed by Black Sea hiccups 'Physical' constraints to cap Kazakh grain exports  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.374;2012-02-21 00:00:00
47066;including a 2% drop in wheat buy.ins.;-0.2732;2012-02-21 00:00:00
47092;denies wheat export curbs Ukraine's farm minister.;-0.4215;2012-02-22 00:00:00
47092;denied talk of behind.the.scenes curbs on wheat exports as he forecast a historically strong grains harvest despite weather damage to winter crops.;0.4639;2012-02-22 00:00:00
47092;"said the government had made ""no recommendations to limit wheat exports"".";-0.296;2012-02-22 00:00:00
47092;he acknowledged weak prospects for Ukraine wheat export.;-0.1779;2012-02-22 00:00:00
47092;"with the US Department of Agriculture last Monday  warning of an ""unofficial lid""  on wheat shipments.";-0.34;2012-02-22 00:00:00
47092;such talk has angered Ukraine wheat producers.;-0.5106;2012-02-22 00:00:00
47092;announcing a string of wheat sales to major importers such as Egypt.;0.0;2012-02-22 00:00:00
47092;Wheat prospects The wheat harvest was pegged at 15m.16m tonnes.;0.296;2012-02-22 00:00:00
47092;the Odessa office of Offre & Demande Agricole pegged this year's Ukrainewheat crop at 14.2m tonnes.;0.0;2012-02-22 00:00:00
47092;including 13.7m tonnes of wheat.;0.0;2012-02-22 00:00:00
47092;RELATED ARTICLES Kazakhs foresee potential halving in grains crop Evening markets: 'deal to curb' Ukraine exports lifts wheat  Ukraine denies plans to restrict grain exports  Ukraine puts 'unofficial lid' on wheat exports Ukraine export curbs 'possible' too.;-0.6597;2012-02-22 00:00:00
47103;flagging concerns over the prospect for winter wheat.;0.296;2012-02-23 00:00:00
47103;its expectation for growth in world wheat area in 2012.13.;0.3818;2012-02-23 00:00:00
47103;'Yield to fall' For what wheat is retained.;0.0258;2012-02-23 00:00:00
47103;"Furthermore ""bigger corn and barley crops will likely reduce use of feed wheat"" in 2012.13. meaning the season will witness only ""a modest decline"" in global wheat inventories.";0.0;2012-02-23 00:00:00
47103;IGC view of worldwheat dynamics 2011.12 and (year.on.year change) Production: 695m tonnes.;0.2732;2012-02-23 00:00:00
47103;(+7.7%) Morgan Stanley estimates world wheat area.;0.0;2012-02-23 00:00:00
47103;with the wheat harvest upgraded too.;0.0;2012-02-23 00:00:00
47104;soybeans and wheat.';0.0;2012-02-23 00:00:00
47104;Spring wheat plantings should rebound' The USDA pegged at 94.0m acres corn sowings this year.;0.0;2012-02-23 00:00:00
47104;(+2.2%) Source: USDA The rise in the total area reflecting in the main an upgrade for wheat.;0.0;2012-02-23 00:00:00
47104;"""Spring wheat plantings should rebound from last year's levels.";0.0;2012-02-23 00:00:00
47104;the USDA trimmed expectations for falls in soybean and wheat prices from those outlined last week.;0.0;2012-02-23 00:00:00
47104;Price reaction The higher estimates of wheat and cotton sowings fuelled a drop in futures in both crops on Thursday.;-0.2732;2012-02-23 00:00:00
47104;Minneapolis springwheat suffered worst  in the wheat complex.;-0.8074;2012-02-23 00:00:00
47104;RELATED ARTICLES Evening markets: spring wheat takes hit from US acreage data World corn sowings to hit record in 2012.13 US growers to plant most corn since 1944 Soybeans best bet among crop futures .;0.6369;2012-02-23 00:00:00
47105;23  Feb 2012. by Agrimoney.com Evening markets: spring wheat takes hit from US acreage data Only once since 2010 has Minneapolis spring wheat closed below $8 a bushel.;0.0;2012-02-23 00:00:00
47105;It came within an ace of a second time after Thursday poured bearish pressure on wheat.;-0.296;2012-02-23 00:00:00
47105;The biggest upgrade was to wheat sowings.;0.0;2012-02-23 00:00:00
47105;More buying The wheat complex at least had a mixed treatment in a monthly report from the International Grains Council.;0.0;2012-02-23 00:00:00
47105;The IGC lifted by 7m tonnes to 211m tonnes its estimate for world wheat stocks at the close of 2011.12. albeit a figure a little lower than the USDA's 213m.tonne figure.;-0.228;2012-02-23 00:00:00
47105;but cut the forecast for wheat area next season.;-0.3919;2012-02-23 00:00:00
47105;with Iran purchasing 800.000 tonnes of Australian and Russian wheat.;0.0;2012-02-23 00:00:00
47105;while Chicago soft red winter wheat for March managed to limit its losses to 0.4%.;-0.4019;2012-02-23 00:00:00
47105;the Kansas March hard red winter wheat contract shed 0.7% to $6.80 a bushel.;-0.1027;2012-02-23 00:00:00
47105;while Paris wheat reversed gains to end 1.2% lower.;0.0516;2012-02-23 00:00:00
47131;'Strong competition in wheat' The drop in US soybean stocks contrasts with higher inventories forecast for corn.;0.296;2012-02-24 00:00:00
47131;"Source: USDA ""Strong competition from other major wheat exporters"" will prevent US shipments growing in 2012.13. the USDA said.";0.6249;2012-02-24 00:00:00
47131;US wheat consumption will show only small growth.;0.3818;2012-02-24 00:00:00
47131;'Wheat's window of opportunity' For wheat.;0.4215;2012-02-24 00:00:00
47131;2012.13 US wheat forecasts.;0.0;2012-02-24 00:00:00
47131;"Source: USDA ""Foreign.held stocks are not expected to hamper US wheat exports as much as might be expected.""";0.0;2012-02-24 00:00:00
47131;and by drought in southern US hard red winter wheat country.;-0.1027;2012-02-24 00:00:00
47131;the data were seen likely to extend recent weakness in wheat futures.;-0.2732;2012-02-24 00:00:00
47131;production and carryout have funds liquidating corn and wheat on lack of return.;-0.3182;2012-02-24 00:00:00
47131;Rabobank US wins second Egypt wheat order in five days  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.6486;2012-02-24 00:00:00
47132;the world's biggest marketer of both barley and wheat.;0.0;2012-02-24 00:00:00
47132;and 6.8% rise in milling wheat values.;0.4019;2012-02-24 00:00:00
47135;"and meaning only 40% of wheat is class 3 milling wheat in 2011. versus 60% in 2010.""";0.0;2012-02-24 00:00:00
47135;The proportion of wheat fit only for feed reached 20%.;0.4404;2012-02-24 00:00:00
47135;resulting in foregone sales of 130.000 tonnes of rapeseed and wheat.;0.0;2012-02-24 00:00:00
47154;27  Feb 2012. by Agrimoney.com Bigger harvest to lift EU wheat stocks by 40% The world's biggest wheat harvest.;0.0;2012-02-27 00:00:00
47154;pegged the soft wheat crop at just under 133m tonnes.;0.0;2012-02-27 00:00:00
47154;EUsoft wheat estimates.;0.0;2012-02-27 00:00:00
47154;which pegged the EU's soft wheat crop this year at 132.7m tonnes.;0.0;2012-02-27 00:00:00
47154;The extra production will lift Europe's wheat inventories at the close of 2012.13 to 15.7m tonnes.;0.0;2012-02-27 00:00:00
47154;while growth in wheat demand by ethanol plants will slow to 4.3%.;0.2732;2012-02-27 00:00:00
47154;The region's top wheat.ethanol plant.;0.2023;2012-02-27 00:00:00
47154;Rapeseed supplies  The report forecast a smaller rise in the size of EU stocks of grain overall in 2012.13. with the rise in wheat supplies partially offset by decreases expected in barley and corn.;0.0;2012-02-27 00:00:00
47154;The US Department of Agriculture on Friday forecast the  American wheat harvest rising by 8.3% .;0.0;2012-02-27 00:00:00
47154;the International Grains Council forecast  world wheat production of 680m tonnes .;0.0;2012-02-27 00:00:00
47154;RELATED ARTICLES Worst of wheat's price falls may be over for now Record exports to send US soybean stocks lower  World corn sowings to hit record in 2012.13 Cold snap caused minimal damage to EU wheat  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;-0.836;2012-02-27 00:00:00
47155;27  Feb 2012. by Agrimoney.com Worst of wheat's price falls may be over for now The worst of wheat's price decline may be over for now in Chicago after speculators turned record bearish in the grain  raising questions about scope for further selling.;-0.8481;2012-02-27 00:00:00
47155;speculators' net short in wheat hit a record 57.266 contracts.;0.0;2012-02-27 00:00:00
47155;the US Department of Agriculture forecast an 8.3% increase in the US wheat crop.;0.3182;2012-02-27 00:00:00
47155;'Out of favour' A bearish view on grains was also evident in Kansas wheat positions.;0.4404;2012-02-27 00:00:00
47155;(+15.929) Kansas wheat: 11.346 lots.;0.0;2012-02-27 00:00:00
47155;(+11.310) Chicago wheat: .57.226 lots.;0.0;2012-02-27 00:00:00
47155;hedged against short positions in corn or wheat.;0.0;2012-02-27 00:00:00
47157;RELATED ARTICLES Marfrig's beef advances swamped by weak real Debt.laden Marfrig considering further asset sales Marfrig forswears deals as it slips into the red Black Sea to overtake US in wheat exports  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.0516;2012-02-27 00:00:00
47194;RELATED ARTICLES Evening markets: crop fears and weak euro favour Paris wheat World soybean crop on for record fall .;-0.4215;2012-02-29 00:00:00
47197;Singapore.based cashews.to.wheat group Olam International last month unveiled plans for  expanding in Russian milk production .;0.0;2012-02-29 00:00:00
47246;Oats vs wheat Livestock.;0.0;2012-03-02 00:00:00
47246;according to Defra 2011.12: 163.000 tonnes 2010.11: 202.000 tonnes 2009.10: 268.000 tonnes 2008.09: 238.000 tonnes 2007.08: 257.000 tonnes 2006.07: 248.000 tonnes 2006.07: 200.000 tonnes While oats did see a revival in their popularity as feed from 2007 to 2010. that was down to the relative affordability of the grain for compound feeders compared with wheat.;0.4767;2012-03-02 00:00:00
47246;"""Oat prices were at a discount to feed wheat.";0.0;2012-03-02 00:00:00
47246;this season so far has seen oat prices at premium to those for wheat.;0.0;2012-03-02 00:00:00
47246;"encouraging higher wheat usage and lower oat usage.""";0.296;2012-03-02 00:00:00
47246;RELATED ARTICLES RMI cautions over revival in malting barley supply Oats flag concerns for condition of corn crop too World's least popular crop loses another friend Oats 'are better bet' than barley or wheat  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.471;2012-03-02 00:00:00
47248;that Russian wheat shipments will ease by 1m tonnes to 20m tonnes in 2012.13. despite a stronger harvest.;0.0813;2012-03-02 00:00:00
47248;The export estimates factor in a sharp drop in Russian wheat inventories to 12.5m tonnes this season.;-0.2732;2012-03-02 00:00:00
47248;RELATED ARTICLES Trigon begins dairy splurge with Estonia purchase Black Earth unveils shake.up after deepening loss Slump in Russia broiler imports to go into reverse Russia not done in wheat exports.;-0.3182;2012-03-02 00:00:00
47264;boosted by acquisitions in wheat milling and oilseed processing.;0.3612;2012-03-05 00:00:00
47267;5  Mar 2012. by Agrimoney.com Speculators turn more positive on ag futures Speculators in Europe's main agricultural commodities market turned less bearish on cocoa and wheat.;0.5984;2012-03-05 00:00:00
47267;Speculators cut their net short position in London feed wheat futures and options by 61 contracts to 556 contracts in the week to February 28.;-0.2732;2012-03-05 00:00:00
47267;where speculators cut their net short in Chicago wheat futures and options at the fastest pace in four months during the week.;-0.2732;2012-03-05 00:00:00
47267;(+13.782) Kansas wheat: 10.057 lots.;0.0;2012-03-05 00:00:00
47267;(.1.289) Chicago wheat: .47.996 lots.;0.0;2012-03-05 00:00:00
47267;RELATED ARTICLES Cotton prices go limit up after India bans exports Worst of wheat's price falls may be over for now Speculators ditch cotton as supply hopes rise Writing goes on the wall for Chocfinger.style commodity bets  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;-0.1779;2012-03-05 00:00:00
47290;6  Mar 2012. by Agrimoney.com Aussies cut wheat export hopes amid port concerns Australia dampened hopes for its wheat industry.;0.5423;2012-03-06 00:00:00
47290;pegged Australian wheat exports this season at 21.2m tonnes.;0.0;2012-03-06 00:00:00
47290;Price incentive Abares' downgrade came as it forecast a decline of 11m tonnes to 682m tonnes in world wheat production in 2012.13. in line with the 680m.tonne  estimate from the International Grains Council last month AbaresAustralia wheat forecasts.;0.3612;2012-03-06 00:00:00
47290;"Sown area will drop 358.000 hectares ""as the forecast prices for wheat.";-0.2732;2012-03-06 00:00:00
47290;whose wheat crops was pegged at 16m tonnes.;0.0;2012-03-06 00:00:00
47290;Abaresworld wheat forecasts.;0.0;2012-03-06 00:00:00
47290;"""Forecast higher production from the southern US states is expected to lead to an increase in higher protein wheat supplies in 2012.13.""";0.3182;2012-03-06 00:00:00
47290;Price impact Even the reduced world wheat crop next seasons will be  just  enough to beat consumption.;0.0;2012-03-06 00:00:00
47290;in the average price of hard red winter wheat.;-0.1027;2012-03-06 00:00:00
47290;Australian premium wheat.;0.0;2012-03-06 00:00:00
47290;RELATED ARTICLES World corn sowings to hit record in 2012.13 Aussie farm profit squeezed despite record harvest Australia lifts wheat export hopes to fresh record WA boosts Australia's chances of record wheat crop  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;0.8934;2012-03-06 00:00:00
47291;6  Mar 2012. by Agrimoney.com US wheat defies history by improving over winter US hard red winter wheat crops have bucked historical trend by leaving dormancy in better shape than they went in.;0.6486;2012-03-06 00:00:00
47291;America's top wheat.producing state.;0.2023;2012-03-06 00:00:00
47291;when drought prompted a 22% slump in the state's average wheat yield.;0.0;2012-03-06 00:00:00
47291;another major hard red winter wheat state.;-0.1027;2012-03-06 00:00:00
47291;"In many areas of Texas last week ""wheat and oat crops showed improvement due to moisture and warmer temperatures"".";0.6369;2012-03-06 00:00:00
47291;62% of winter wheat was rated good or excellent.;0.765;2012-03-06 00:00:00
47291;behind a 23% slump to 780m bushels in the national hard winter wheat crop.;-0.1027;2012-03-06 00:00:00
47291;"Luke Mathews at Commonwealth Bank of Australia said: ""Unseasonably warm weather has brought the US hard red winter wheat crop out or dormancy.";0.128;2012-03-06 00:00:00
47291;"Gail Martell said: ""The risk of strong wheat development too early is that a hard freeze in spring may catch the crop in the reproductive stage.";0.25;2012-03-06 00:00:00
47291;RELATED ARTICLES Aussies cut wheat export hopes amid port concerns Worst of wheat's price falls may be over for now Record exports to send US soybean stocks lower  Wheat users receive double supply boost Triple blow 'warrants wheat prices a risk premium' 'Worse to come' for drought.hit US wheat farmers  /* customize styles to your web.site */ .mp_releases_box {  border: solid #999999 1px.;-0.7579;2012-03-06 00:00:00
47293;"""as is done with wheat.";0.0;2012-03-06 00:00:00
47294;while  wheat  for May closed down 2.1% at $6.57  a bushel.;0.0;2012-03-06 00:00:00
47312;7  Mar 2012. by Agrimoney.com English wheat sowings rise.;0.0;2012-03-07 00:00:00
47312;have inspired English farmers to raise wheat sowings to their highest in four years.;0.4939;2012-03-07 00:00:00
47312;This included a 2.9% rise in wheat seedings.;0.0;2012-03-07 00:00:00
47312;even excluding the small number of spring wheat plantings yet to be undertaken.;0.0772;2012-03-07 00:00:00
47312;the EU's second.ranked wheat grower.;0.0;2012-03-07 00:00:00
47312;"(+4.6%) Source: HGCA A larger increase in the wheat area was ""prevented by increases in the winter barley and oilseed rape areas"".";-0.5106;2012-03-07 00:00:00
47312;which in wheat typically ranks as the European Union's third biggest.;0.0;2012-03-07 00:00:00
47334;which it put at 1.2% for wheat and 5% for rapeseed.;0.0;2012-03-08 00:00:00
47334;"""Increases in customers' planted acreage of winter wheat and oilseed rape provide an excellent foundation for the full.year performance.""";-0.25;2012-03-08 00:00:00
47334;RELATED ARTICLES English wheat sowings rise.;0.0;2012-03-08 00:00:00
47336;8  Mar 2012. by Agrimoney.com Black Sea wheat price talk eclipses US export win US wheat confirmed its competitiveness in world markets with a third successive victory at an Egyptian grain tender  although cheap quotes for future Black Sea supplies signal a tougher price battle ahead.;0.6124;2012-03-08 00:00:00
47336;bought 60.000 tonnes of US soft red winter wheat at $259 a tonne.;0.0;2012-03-08 00:00:00
47336;the tender signalled that while export prices of US soft red winter wheat.;0.0;2012-03-08 00:00:00
47336;those of French wheat have risen by $11 a tonne.;0.0;2012-03-08 00:00:00
47336;"""US wheat is at or under world values.";0.4019;2012-03-08 00:00:00
47336;"This will support wheat [futures] on a break until more is known about Northern Hemisphere wheat.""";0.4019;2012-03-08 00:00:00
47336;Gasc's March 8 wheat order 60.000 tonnes US soft red winter wheat.;0.0;2012-03-08 00:00:00
47336;at $259 a tonne plus freight of $27.75 a tonne Cheapest Canadian wheat offered: $267.75 a tonne.;0.0;2012-03-08 00:00:00
47336;from Louis Dreyfus Cheapest French wheat offered: $286.89 a tonne.;0.0;2012-03-08 00:00:00
47336;from Cargill Cheapest Ukraine wheat offered: $277.45 a tonne.;0.0;2012-03-08 00:00:00
47336;official data showed European Union wheat shipments.;0.0;2012-03-08 00:00:00
47336;expectations of the Black Sea exporters re.emerging as price leaders gained traction with talk that wheat from the region from the 2012 harvest is being quoted at $255 a tonne.;0.3818;2012-03-08 00:00:00
47337;Milling wheat for feed However.;0.0;2012-03-08 00:00:00
47337;"""and feed quality wheat"".";0.0;2012-03-08 00:00:00
47337;With wheat.;0.0;2012-03-08 00:00:00
47337;some feed mills use higher quality milling wheat in their feed formulas.;0.0;2012-03-08 00:00:00
47337;"with some larger mills claiming ""that they can utilise 100% of wheat in their hog feed formulas"".";0.0;2012-03-08 00:00:00
47337;"mills may prefer wheat because it has a lower risk of toxic fungal residues ""that can be found in Chinese domestic corn.";-0.5106;2012-03-08 00:00:00
47339;RELATED ARTICLES Black Sea wheat price talk eclipses US export win UN upbeat on world wheat crop.;0.5859;2012-03-08 00:00:00
47339;citing US revival US turns tables on EU by selling wheat to Spain Cheap freight.;0.0;2012-03-08 00:00:00
47340;8  Mar 2012. by Agrimoney.com UN upbeat on world wheat crop.;0.0;2012-03-08 00:00:00
47340;citing US revival The United Nations lifted the bar on expectations for the world's wheat harvest.;0.4215;2012-03-08 00:00:00
47340;have  pegged the world wheat harvest in 2012.13 at 682m tonnes .;0.0;2012-03-08 00:00:00
47340;FAO world wheat forecasts.;0.0;2012-03-08 00:00:00
47340;The declineexpected forwheat production in Australiawas also sharper than that the FAO forecastfor Ukraine.;0.0;2012-03-08 00:00:00
47340;"""Record frosts severely damaged the winter barley and wheat crops in eastern and southern regions.""";-0.7096;2012-03-08 00:00:00
47340;"and early indications point to a larger area of spring wheat also.""";0.0;2012-03-08 00:00:00
47340;says UN English wheat sowings rise.;0.0;2012-03-08 00:00:00
